member_id,full_date,year,month,day,day_of_week,purchase_id
2293,2014-05-31,2014,5,31,5,98f3ec03-c256-47c6-ae91-5fc052b51f6f
3365,2014-10-17,2014,10,17,4,4b23a9f0-0551-4785-b2f9-418eb92f5daf
2341,2014-12-09,2014,12,9,1,189a6fca-0dae-4a43-a096-a1b23d33b453
3115,2014-05-26,2014,5,26,0,24de5a80-9c56-4181-a5a1-527762b9d544
4044,2014-06-30,2014,6,30,0,1567b7ab-9679-4960-9ae8-b696a4850190
1609,2014-07-07,2014,7,7,0,0c8fda0a-364f-491d-aa83-9aae5bf33284
1413,2014-07-14,2014,7,14,0,aeba2edb-ea16-471b-94e3-635ed0d031ca
1469,2014-08-28,2014,8,28,3,07e0d7f3-4283-4a6f-b627-e88e1bb3038d
3546,2014-09-09,2014,9,9,1,eeaa13ae-b7e6-4e45-bd7b-7df9149d1558
1752,2014-04-13,2014,4,13,6,3be9280f-d564-4971-aa04-e8fd8ae40092
2836,2014-10-20,2014,10,20,0,2448c852-d41d-40ce-bde2-dcba2c8e4519
1244,2014-07-09,2014,7,9,2,834059a5-d93d-4b65-9480-40cb535679af
4183,2014-11-20,2014,11,20,3,85655ba1-0eaa-454f-91c4-d249d7073fc0
1492,2014-05-11,2014,5,11,6,81feee8e-bf9c-4730-85e1-c003e473dc96
2255,2014-07-17,2014,7,17,3,9b158799-fae3-4c6e-8b33-839d7684a23c
4525,2014-11-13,2014,11,13,3,bac44422-efac-4fad-9dc1-2e6fcd0f4342
2726,2014-09-17,2014,9,17,2,ba35ca9d-ae7a-47c4-a1bb-b94b538d964c
1686,2014-05-15,2014,5,15,3,61f72c27-0d39-4191-8c73-859219677e4a
3808,2014-05-03,2014,5,3,5,726425db-42c6-488c-aa71-383cc3b7be20
3905,2014-06-10,2014,6,10,1,8da95fea-2f62-4657-bc95-d97964402191
4523,2014-01-09,2014,1,9,3,a26837df-1088-4677-91f3-df160d81866e
1770,2014-09-14,2014,9,14,6,2bc56f33-28e5-4c33-8641-3c01fdfc7986
1609,2014-05-03,2014,5,3,5,a82b3cdb-c5b6-4956-8e61-9f34dae653ac
3678,2014-06-21,2014,6,21,5,92b59f9f-54c5-4900-84a4-15591bf3481e
4341,2014-03-29,2014,3,29,5,422c382b-9140-4186-9ecd-d92e392630fe
2758,2014-05-18,2014,5,18,6,4824a9a5-2a9c-4efc-a0e9-222e5824d6ea
2867,2014-09-05,2014,9,5,4,bc6b6713-2605-42bd-9c26-f1d693e19667
3329,2014-08-28,2014,8,28,3,2aefe282-a280-43cf-947a-d31ba501eea0
2966,2014-11-26,2014,11,26,2,08c795e0-b70f-4efb-a515-d2f197bcea00
4345,2014-07-16,2014,7,16,2,1afb2e23-0539-4a12-96ff-5a5c3583811f
2960,2014-10-27,2014,10,27,0,78ca5286-a04a-471e-a37c-83e7e4957261
1247,2014-08-06,2014,8,6,2,e7daeb38-c9f1-4fea-ad8a-57223d37dd48
2770,2014-08-29,2014,8,29,4,6a1e617a-72b1-450d-84d6-1dd0c9795650
2914,2014-09-10,2014,9,10,2,b8f8ef1c-7d8f-4923-9c4b-3563e34dc649
3802,2014-08-06,2014,8,6,2,0ff9743e-afa7-474e-9abc-4412549256c9
2519,2014-04-15,2014,4,15,1,bc641bc4-7e04-4afb-b7e2-dc4409706229
3933,2014-12-07,2014,12,7,6,9a5b976d-1b74-4e1a-9512-7d4d4362c651
4291,2014-05-18,2014,5,18,6,85d74e26-9afb-4e1e-af3e-5cc1b2def1cb
3998,2014-11-08,2014,11,8,5,3adfe260-9a94-465c-acc6-57af2349b383
2395,2014-04-06,2014,4,6,6,34702f23-aee8-4c0c-b1c7-481fc66a0462
1602,2014-12-17,2014,12,17,2,9b2119d4-468f-4d1a-a117-9561d6df8591
1659,2014-01-01,2014,1,1,2,85e7af4e-2e6d-4433-b250-4aa4e4db63f2
3904,2014-09-24,2014,9,24,2,a5316417-98dd-48cd-b15b-beae49ae1d7f
1493,2014-10-22,2014,10,22,2,dfaf4748-ad10-4884-b648-2daf7585f6b8
1840,2014-07-10,2014,7,10,3,e7e51100-adda-4876-948c-8a6f6404e16d
4178,2014-05-10,2014,5,10,5,709cb543-742d-42b9-a35b-b365a2c7f880
2165,2014-10-27,2014,10,27,0,934ce54e-f2ed-4f43-ac21-13dbf8b4043c
4618,2014-11-01,2014,11,1,5,c3c80cbe-e9ed-47a1-b76c-37e538fd560f
2093,2014-02-16,2014,2,16,6,57af361c-5cfa-4035-b109-afafad1d4cf6
2215,2014-03-21,2014,3,21,4,c3641677-bea6-4ed1-9789-997365f01585
4779,2014-01-29,2014,1,29,2,4cc5233f-2af9-4f00-9c2b-654bdfc306fb
1939,2014-02-02,2014,2,2,6,7d585d74-e2c0-43b1-abb1-4ffb3a5a6b49
4852,2014-11-02,2014,11,2,6,24c3b809-2bcc-4ef7-b053-7b04da237801
1173,2014-04-18,2014,4,18,4,85cc41e0-6383-4038-bba6-9b3998275355
4232,2014-10-06,2014,10,6,0,fe6fe198-ed41-416d-9b22-8b53c9cb64c5
1870,2014-07-15,2014,7,15,1,91703e34-fc5d-4d9c-a8a2-ec547ff0aa78
2683,2014-04-04,2014,4,4,4,2efcead6-17aa-4dca-a7e1-a470ffb51081
2837,2014-06-26,2014,6,26,3,8ce28fa5-4752-4293-833b-a428f1bd6bc7
4364,2014-09-24,2014,9,24,2,fce95a0f-7782-47a3-9a81-9838f8f9b51a
1842,2014-03-11,2014,3,11,1,596820eb-30c0-4450-8fde-927fc14b5c8a
2036,2014-08-27,2014,8,27,2,b0a4bb0b-fc66-4cc8-abab-4f37bd8c2b6c
1235,2014-06-14,2014,6,14,5,f4c91637-a454-47bd-9f4a-15218db6c5f6
1935,2014-07-17,2014,7,17,3,f420252d-2b0e-40ac-8e7a-892ebd9979a5
3480,2014-04-18,2014,4,18,4,7b8c4ba1-9ea2-4f12-aaf8-8d2e652e750d
2881,2014-06-03,2014,6,3,1,59ee64f5-eaa0-4f6f-90b8-7ccfe79457af
1237,2014-10-16,2014,10,16,3,bd0f1a5e-e48a-494e-9ef6-9f7a98f4a370
1755,2014-01-19,2014,1,19,6,38d76a95-8413-4d39-8c4f-f7ba6a95d6f3
4830,2014-12-23,2014,12,23,1,11aecb0a-9aa3-4889-aa7d-e8cab60f5fc0
2162,2014-05-25,2014,5,25,6,69a19fa0-ae6f-41a8-a4a2-ec2afdfa161b
1453,2014-11-21,2014,11,21,4,d1b80e43-2928-43d3-8bac-1ecbf8599c6e
2139,2014-04-13,2014,4,13,6,6f7d3414-a4a9-4277-92c6-65760aa4444a
3987,2014-08-31,2014,8,31,6,6f3285f9-d17f-4c33-8860-1ec12fc584fc
3027,2014-10-14,2014,10,14,1,a1afd2c3-286f-4a5c-a5aa-23b8c3d4cf22
1241,2014-11-01,2014,11,1,5,b948d927-6bd6-49f4-a5fb-3495cc839ecf
1018,2014-04-15,2014,4,15,1,9c41a73a-894f-4ef9-a8e3-7301f5f1cb08
1390,2014-04-09,2014,4,9,2,46e87642-ab13-49e6-b014-a299940ac298
1646,2014-11-15,2014,11,15,5,e1d8a7af-828b-4296-bc38-666129a3e15a
1053,2014-10-12,2014,10,12,6,d141e11a-fc07-4bc0-b7c7-1e19cc050abd
1566,2014-06-28,2014,6,28,5,0586d381-3fa1-4c92-b340-5ac2e810e21e
4390,2014-11-15,2014,11,15,5,e5755bd3-c45c-4779-8cff-5ab1bf955d58
4779,2014-06-24,2014,6,24,1,d9279163-e160-475f-9d74-ddb41b5866eb
4294,2014-07-22,2014,7,22,1,dae25013-12e2-4ac8-8b4b-0e411910bbcf
2939,2014-02-11,2014,2,11,1,3c80e331-518d-40a7-b2c8-099eafa36461
1465,2014-09-26,2014,9,26,4,1d892f28-e664-438d-b8ac-4ffaa8e8c9ae
1934,2014-06-14,2014,6,14,5,25af56fc-3406-4ae8-85ef-12b5f185a7ff
2946,2014-09-14,2014,9,14,6,cf2a8d2f-2983-4645-bde1-6202c32f2867
3643,2014-09-26,2014,9,26,4,ecf5f9d0-b80a-493e-9046-6b4e1571123b
3722,2014-01-08,2014,1,8,2,de877ff1-cafe-4b07-babf-d49440d252bb
4515,2014-04-16,2014,4,16,2,57e628d1-04b0-477e-9a71-569f068b4939
4572,2014-06-27,2014,6,27,4,bb894c32-b63c-4817-9b00-3ed9b9bf0632
4398,2014-08-17,2014,8,17,6,45e85dbe-5589-47fe-8b6b-bfd31fa4f547
3369,2014-01-24,2014,1,24,4,ca7be528-b14a-47eb-9399-ccb183a30ce0
1738,2014-01-10,2014,1,10,4,b4412192-f963-464a-9fec-7f5b7bbbe017
1283,2014-05-22,2014,5,22,3,9b3f4634-27fa-4a24-b295-8075ea0b1ff8
1116,2014-09-27,2014,9,27,5,0567b58a-5787-45bb-9684-8e627a823ce6
4136,2014-03-16,2014,3,16,6,0481a2a1-af4b-41e7-b9df-d6005a41a816
1066,2014-05-15,2014,5,15,3,75725a04-5c9b-4fb6-ae80-8c84b997fdbe
2234,2014-04-13,2014,4,13,6,124d73dc-420d-4a88-a2b5-da4358f784e0
1509,2014-09-07,2014,9,7,6,50afe580-252a-4835-bd87-f735f54e4377
4985,2014-05-31,2014,5,31,5,3ebd9657-d41b-4128-a2ed-07dded998628
4989,2014-11-08,2014,11,8,5,5c462985-0495-42e0-80a0-82be6e42b97c
3482,2014-07-24,2014,7,24,3,dc70507b-358e-49c6-95ed-e1010869821f
3220,2014-02-01,2014,2,1,5,7ad342f0-1f68-4578-b337-aed1e988821d
1594,2014-05-28,2014,5,28,2,2ed67521-8906-4277-b206-012889895cdf
4739,2014-04-12,2014,4,12,5,8b4681ef-51b5-4051-8b29-79b2ec7a26eb
2107,2014-12-30,2014,12,30,1,ecf7eef6-449c-45d3-a235-78372a09dea3
2543,2014-11-18,2014,11,18,1,cfea2fbf-8a29-4d64-8567-d532986f4b1e
3652,2014-11-15,2014,11,15,5,0b59309d-fd55-45e0-bd81-9df2e3a7cb3a
2164,2014-05-02,2014,5,2,4,8366c5cc-3edd-4f60-997a-6e6179c90ef5
4420,2014-10-27,2014,10,27,0,4502ef3c-b07d-49c5-ba9a-af4201854d49
1333,2014-07-15,2014,7,15,1,0e3fe36c-8b54-48bd-8127-3cb240d9f492
1055,2014-05-08,2014,5,8,3,fdf959ea-18bc-4f11-86a7-345c3134235e
2792,2014-07-28,2014,7,28,0,70e2e3e8-d16c-4d41-8763-e4a9af14a2b4
2139,2014-10-02,2014,10,2,3,158e96bd-8e4e-47fe-acd7-7e0f7a35e61a
4174,2014-10-18,2014,10,18,5,add0bc43-3c8f-40f2-8e46-7d5e64d57f66
1073,2014-03-21,2014,3,21,4,e7dbab18-7e65-4b15-bb18-57ca73b4c691
3115,2014-07-18,2014,7,18,4,c5292a44-0cf7-4915-a6e8-349522387eb0
4243,2014-01-15,2014,1,15,2,3669eff2-44a6-4169-a979-137f6295f008
2515,2014-12-12,2014,12,12,4,15d16af4-bcae-45fd-a2de-dae62916f395
4214,2014-10-07,2014,10,7,1,986af780-71d5-4181-a35a-5af5863a193a
4093,2014-08-09,2014,8,9,5,2f72f6da-89e7-4823-837f-b8aa48bb7ccb
1317,2014-05-19,2014,5,19,0,67c921b3-9795-4288-a6b9-ed5e167703d4
4061,2014-03-05,2014,3,5,2,c9a6110a-7fdf-45a1-aed4-4a0a6f9aad6d
1087,2014-11-12,2014,11,12,2,04075155-99ec-4ddc-b055-37c32650750c
4709,2014-09-03,2014,9,3,2,15d7337c-3c1b-4b04-95b4-7ba34367dbdd
3670,2014-08-05,2014,8,5,1,6d9666ef-6edc-490b-b25b-9c08ad807362
3713,2014-01-22,2014,1,22,2,eec8b68f-70ff-428c-9fe4-f8d080986056
4897,2014-09-14,2014,9,14,6,9350b7af-df6f-4129-89aa-95d1aca531ce
1361,2014-07-12,2014,7,12,5,1bc31ab5-e873-4206-a53a-8fd254a966f9
4939,2014-09-17,2014,9,17,2,2c9df85b-92df-4fd0-afea-4eda08eba095
4150,2014-08-17,2014,8,17,6,52124e42-3ba7-4de1-84d4-0d1eeeab538a
4368,2014-02-20,2014,2,20,3,7de3ace7-a5a6-44e7-a8e5-bc97a38e5ec0
4933,2014-11-28,2014,11,28,4,5f81ba66-6718-415d-9b4f-955cbffb9651
1160,2014-04-02,2014,4,2,2,fb32ec52-0ef0-4aa4-8184-310c6ce46892
2330,2014-08-10,2014,8,10,6,a8b64c0f-0085-4ba2-a02e-137af2200688
3945,2014-01-25,2014,1,25,5,48d718ce-2858-4b1d-b723-dc2f86942df3
1237,2014-01-25,2014,1,25,5,9eee3c7c-a08b-4e9b-bb8a-353ecfa6e377
4302,2014-11-26,2014,11,26,2,b4d086b3-0772-430b-af87-9ded92fc3854
4020,2014-01-12,2014,1,12,6,99ad583a-4354-41e6-b715-bcc1be8aaf69
1084,2014-04-18,2014,4,18,4,6f9f96b5-9c42-442e-a7e3-2a8a42fc9fa9
1047,2014-12-17,2014,12,17,2,96794154-8173-4534-a14a-3fb3afe48fa6
1574,2014-04-03,2014,4,3,3,3c0a0808-2e93-4108-b785-69d95b1a8352
4074,2014-11-14,2014,11,14,4,9f704edd-483e-4fff-8ca6-ebfc3c9a26c9
1955,2014-06-22,2014,6,22,6,3ed74626-f515-4a12-97b4-804bbc689fbf
1622,2014-06-24,2014,6,24,1,61fcfac8-d393-48ff-8984-55850cb69cf5
1267,2014-05-15,2014,5,15,3,bfbc3d4b-f1b4-45cd-8196-3a27fe9e234d
3253,2014-06-26,2014,6,26,3,3e8042fa-9f07-47d3-830b-31b7d0d75c38
2332,2014-01-16,2014,1,16,3,d2a29c74-a93d-4d7d-8a91-7cc3ddf92cf7
3181,2014-04-25,2014,4,25,4,8e7b83f6-e29d-412d-a47f-5a98de6e2d15
4374,2014-08-18,2014,8,18,0,fcc119cc-0b50-4080-8798-a619bafd9250
4194,2014-12-25,2014,12,25,3,34a681ca-c4db-4c54-bbb7-fb68f518e3c8
4098,2014-12-09,2014,12,9,1,6afcddbd-3abf-4341-8a6d-de2fe76f654f
3808,2014-03-28,2014,3,28,4,8001dc16-0e5e-496d-ad5c-6c02fb711446
3014,2014-12-20,2014,12,20,5,45b8ec18-58d8-4ac7-ac21-b4932e6f277d
1094,2014-11-03,2014,11,3,0,2b99c47e-dd02-4248-a11a-8f7c7634056c
4349,2014-01-29,2014,1,29,2,fcd6fd2e-c947-4ee2-89af-b146a288660d
1557,2014-10-12,2014,10,12,6,9259fd35-b779-4cb5-bc9f-0b0a6b5ab5c3
4213,2014-04-28,2014,4,28,0,4a411446-f50b-4a5f-8d7c-e05ea539667e
2559,2014-07-07,2014,7,7,0,9ae8c1d3-e148-488b-924a-28ab8f947576
1312,2014-12-13,2014,12,13,5,509c4ac5-c295-4cb4-9eb5-4e5e16249cec
3426,2014-10-21,2014,10,21,1,9038bba8-4ace-4263-b7b0-9526088b50af
1648,2014-10-31,2014,10,31,4,b37f99e3-adde-4f9a-aca7-29112213b9e4
2617,2014-11-16,2014,11,16,6,1a2193ff-bd64-4063-919d-ec3554b62c00
4297,2014-04-08,2014,4,8,1,8cefcb08-0016-4e04-ba22-4fba992d3df6
2406,2014-09-25,2014,9,25,3,74efd9ee-e513-476d-a01f-37b4c92badfc
3030,2014-11-19,2014,11,19,2,5c6ec555-104b-450a-8fba-028f060d7219
2662,2014-03-08,2014,3,8,5,a275ffae-9dbc-4eb5-90d7-344e108e3f7e
3835,2014-04-25,2014,4,25,4,887be632-8925-4094-a04c-0f890d8f5b06
4633,2014-02-13,2014,2,13,3,a1187c29-143a-4f56-90d1-18b7120f24a5
3970,2014-02-11,2014,2,11,1,7b7cb649-e74c-4f14-be99-9a12b1db31d9
1723,2014-02-09,2014,2,9,6,75985bb0-3201-4f87-a85e-238a24551c55
2893,2014-02-11,2014,2,11,1,999a4f3d-e612-445d-9df4-f90199539532
4223,2014-06-15,2014,6,15,6,4d3f9010-b16d-4cf4-baf1-538e09f92a83
2221,2014-06-21,2014,6,21,5,4b5601d5-e600-498b-8cd6-886147ddf9b0
1257,2014-05-19,2014,5,19,0,e28e7ba7-cc4d-4e84-a863-3f5d3b45b7c3
3825,2014-01-27,2014,1,27,0,12d827b3-903e-4567-ae02-ceb9742f5ba6
2613,2014-05-24,2014,5,24,5,74dbe081-f068-4f8e-b02d-d4be6cc0dfe9
3498,2014-01-07,2014,1,7,1,32feefcf-2b4a-4af1-b1fa-828e6484291c
4258,2014-06-24,2014,6,24,1,2a07fc23-74b8-40a6-bf89-3a7b71e2441c
3081,2014-04-14,2014,4,14,0,05e09644-b17e-4950-b0b9-af9ba10626b2
3965,2014-10-16,2014,10,16,3,6654d3b3-3d58-4c3b-981a-9a8c56c550a1
4850,2014-03-26,2014,3,26,2,78a16d75-4a4b-47d1-9421-24973c117281
3437,2014-04-25,2014,4,25,4,f762c62b-99cf-4154-824e-d84e47548ff3
1573,2014-04-20,2014,4,20,6,3037ce99-86d2-4150-9dfe-3c89e2626697
1169,2014-02-05,2014,2,5,2,2a48a44c-b034-46e0-9778-978c774f4230
4987,2014-07-27,2014,7,27,6,6b712fbb-8b47-4f12-a6fd-07f8a30e3559
3011,2014-08-16,2014,8,16,5,fe396476-83c6-49ec-95e3-18e89daef04c
2522,2014-05-26,2014,5,26,0,e7bbc895-d90e-4259-8b1d-70beb22667d3
4801,2014-03-10,2014,3,10,0,7f8e70a9-ba44-489d-bdf4-2630a19d07be
1509,2014-05-28,2014,5,28,2,01880e21-98ee-4756-9166-717860263262
1889,2014-01-11,2014,1,11,5,f491cfa4-a1fa-4602-8c3d-14248943e1e9
2450,2014-11-29,2014,11,29,5,a82a925e-58e3-4121-9574-8ebbbc270c5f
1807,2014-08-20,2014,8,20,2,e7dd453e-1337-4874-b65a-05f8bb3e812e
4720,2014-08-14,2014,8,14,3,79f7d6ff-05f9-4855-98ec-b9b00daf312a
1310,2014-04-13,2014,4,13,6,5ba7bbd4-cd64-4ab2-8d85-6a86bbdf320a
1339,2014-03-01,2014,3,1,5,f751068c-8060-4c0d-9508-70abbfeb6723
1256,2014-07-11,2014,7,11,4,df3fb28e-2be6-47f8-8a75-58e4cd3bf8c5
4601,2014-10-02,2014,10,2,3,64d559b0-267d-4acd-bf95-0577c75b7ee4
1800,2014-08-30,2014,8,30,5,7bfa40bb-3e9c-4eb0-813c-f2d753a8ba69
4679,2014-01-23,2014,1,23,3,429f7246-f46b-4b87-9411-c517006c954f
1650,2014-06-27,2014,6,27,4,9df4e1ee-ba64-47f9-bc94-a36d675afaaa
2360,2014-07-26,2014,7,26,5,ed4db90a-a759-4b0e-b0e4-59c98854cb21
1664,2014-01-10,2014,1,10,4,ce3392c3-31c1-4a1f-9ec8-0fb605dbe5a6
3942,2014-12-16,2014,12,16,1,e0c060f9-f6b3-4951-a571-633c10b28757
2638,2014-10-10,2014,10,10,4,7fbbc47c-943f-4704-aa65-fdf0eeed548b
4735,2014-10-10,2014,10,10,4,b39e9fd6-7751-45be-9f4e-c66a34ae735e
3745,2014-09-12,2014,9,12,4,5dfdc849-eb46-4d78-9589-3616aed4c319
1817,2014-11-15,2014,11,15,5,46b6bfc8-3519-4a90-ae8d-afebc6580199
2864,2014-10-16,2014,10,16,3,98797d07-931d-478f-8d04-7603246d27fa
1748,2014-08-14,2014,8,14,3,8b215170-1e7d-4847-9c02-62a7e5936c80
3360,2014-08-30,2014,8,30,5,fbfa1dea-d652-428c-ac18-ccc8048fca62
1849,2014-06-10,2014,6,10,1,b19f4e56-305f-4ed1-9f6e-1f5979027616
3438,2014-11-06,2014,11,6,3,146a195c-5ba4-46e0-83e2-f4c48c514b13
4594,2014-05-28,2014,5,28,2,65ef4cc8-14c1-4aff-85e0-517ae76288fd
1632,2014-02-16,2014,2,16,6,3cc86f70-89e7-4c02-afee-eb57e5bcd784
4297,2014-08-29,2014,8,29,4,13a74361-ccd2-41ec-abf6-b0cd5309bb3a
4539,2014-04-14,2014,4,14,0,34f3a1ae-9abc-47c1-8b59-0676cb0eb971
4762,2014-06-25,2014,6,25,2,3e82557f-0cfe-4c19-8f1f-af1caca5371b
4153,2014-02-14,2014,2,14,4,0b15b67b-4279-49fc-a5fd-14e40dd7178c
1500,2014-06-20,2014,6,20,4,a25c2141-4391-456d-80a6-382832378ed7
1895,2014-07-22,2014,7,22,1,48588c71-87cc-48a3-859c-d07636c3f5da
1466,2014-03-02,2014,3,2,6,0dab6607-9d13-4893-b6d6-de91c9d37f31
2233,2014-04-24,2014,4,24,3,61405123-dd47-4e34-a5aa-a4fa375f4251
3057,2014-01-28,2014,1,28,1,07a80a1e-6641-4449-91f0-066e7f70fac6
3308,2014-08-21,2014,8,21,3,1028655c-015c-4755-be40-040403b61db2
3241,2014-08-01,2014,8,1,4,cc3b529c-6879-4466-825a-8c78470666d8
1947,2014-02-27,2014,2,27,3,66aa9dc9-662b-4ef2-b257-5cb1f507329f
2589,2014-04-10,2014,4,10,3,a67073f9-50a2-4330-833d-0d66bb315917
3127,2014-02-25,2014,2,25,1,b81d12f5-3920-4d0a-8f70-3e109f33c857
2138,2014-05-13,2014,5,13,1,277032aa-cbdb-4a2e-b11a-60295d11fcba
2495,2014-01-31,2014,1,31,4,dce640be-756c-49fe-9089-384987509f38
3590,2014-03-29,2014,3,29,5,6b67db00-548b-4fb7-9f07-1f314d38e572
4037,2014-05-05,2014,5,5,0,aea2c810-ae38-403c-be56-99ac441c64bb
4968,2014-04-03,2014,4,3,3,376f0ec1-f038-436b-8c7b-a48f8b9346a6
1612,2014-08-10,2014,8,10,6,fd6fb36a-984c-4b2d-b277-a0ad74029bd2
4741,2014-10-12,2014,10,12,6,6e33b9e6-f7bf-4408-be3a-0c80641e35af
2899,2014-08-01,2014,8,1,4,fd0e383a-90a9-4d3f-be46-a92a17b87d2c
4206,2014-09-18,2014,9,18,3,3d98e0e4-85d1-4a63-9d1e-2a3b144dcde0
3705,2014-08-17,2014,8,17,6,b7f81db2-6100-4733-a2f4-006512cc0e31
2832,2014-07-29,2014,7,29,1,8681fe9f-e2fe-4eaa-87d9-c48f818c6841
4054,2014-05-10,2014,5,10,5,edf231df-8d2d-40b6-bc9d-ce5f74c42f77
1595,2014-07-17,2014,7,17,3,6e1745ee-6947-4298-bf0e-9e21dcf53fe9
4821,2014-02-09,2014,2,9,6,28f9da22-c96b-48a4-bc46-20af8051c778
1336,2014-01-23,2014,1,23,3,f008556d-4705-4528-b738-d534a921e8a6
2446,2014-01-19,2014,1,19,6,2fec91d1-4fbc-48c2-8e14-2ef16ff84645
1033,2014-04-21,2014,4,21,0,be478757-caf4-4f0d-bbda-57e643efb014
1447,2014-05-06,2014,5,6,1,ba7e3b91-643b-43cf-ad86-8784321ff1df
1185,2014-08-14,2014,8,14,3,e16e59e6-75ab-4982-906b-c412993f608b
1410,2014-06-01,2014,6,1,6,75cac771-a02e-461b-929e-ec801581810e
4588,2014-07-28,2014,7,28,0,47311bd6-45a8-480c-8231-09615c2a6038
2732,2014-01-31,2014,1,31,4,c560f558-1f45-4156-8ce6-6e19a99793bb
1473,2014-10-10,2014,10,10,4,5f0bfbd7-5c71-44b6-8884-ea65f002af18
2029,2014-10-21,2014,10,21,1,dbb1b77a-6b05-451a-8d6f-21c779605730
2799,2014-07-31,2014,7,31,3,79314cdd-5826-4cb1-9d0c-2cfd67df96a5
4579,2014-01-19,2014,1,19,6,2db7c766-a45b-4e65-a7aa-96ead9c1625f
1041,2014-06-13,2014,6,13,4,3700826c-f7ba-42a5-a072-5fd62b3266a6
1877,2014-09-30,2014,9,30,1,15133dee-4d53-41aa-8253-61bdd7dbff4b
4191,2014-03-14,2014,3,14,4,c9879a3b-f1ec-4dd7-a258-9835f4ca028b
3649,2014-07-11,2014,7,11,4,999cb605-3edc-4e86-8e4b-576f7c0a98c2
2706,2014-02-24,2014,2,24,0,4087170c-aa7d-412c-b63d-54f301405ab8
3821,2014-02-26,2014,2,26,2,fa672551-40d3-4ffc-9abf-7e48798aed69
3917,2014-02-14,2014,2,14,4,44bd6869-2b22-4d3d-a856-8a123c810243
4464,2014-07-27,2014,7,27,6,edef13e3-ab98-431f-87f4-bbf3099c8f5f
1935,2014-06-30,2014,6,30,0,bd3d7175-0ccc-497d-b908-e86303be7a35
1783,2014-07-22,2014,7,22,1,440efc5c-6268-43dc-8437-a943d476c193
3817,2014-08-23,2014,8,23,5,6752c364-7a67-45b1-9091-301dd0fa28d0
4162,2014-04-15,2014,4,15,1,0d3cc9c3-42f5-49d2-902a-b89a97682b4b
1653,2014-07-18,2014,7,18,4,a363fb3a-7a49-40e9-a701-ba15052914f0
1686,2014-12-04,2014,12,4,3,14774e45-bbc1-4b5d-b7d4-a0050c98a863
2549,2014-05-09,2014,5,9,4,31aebfcf-4b44-4f48-9cc1-a056b3c4d633
1380,2014-04-22,2014,4,22,1,ac3ac10d-5434-41af-a0a5-34e8962f00a2
3315,2014-12-27,2014,12,27,5,aab4bb44-0920-461b-a0c5-b1ebdb6bb754
4931,2014-02-23,2014,2,23,6,ce5138d1-12af-41f1-8a33-6d3bf149d46a
4849,2014-04-14,2014,4,14,0,0e789503-7e98-49f6-84e1-55d95a541485
2984,2014-07-07,2014,7,7,0,f195af03-90aa-4bd3-9aff-2f35ef256bce
1262,2014-12-07,2014,12,7,6,46fb12ae-fada-45be-aab6-9ecd2500cd5d
2561,2014-11-27,2014,11,27,3,e4836da3-0154-493a-9c50-6fd4e3012c7f
2755,2014-02-01,2014,2,1,5,35accc9b-81c7-4147-8522-0a9c2a44e38c
1747,2014-07-01,2014,7,1,1,6d4e1f0a-4e88-4ad5-b735-70916a85ee2f
1913,2014-08-31,2014,8,31,6,954d1245-b75a-4a12-9474-5344979c6e72
3090,2014-03-10,2014,3,10,0,d4536d59-c74f-49a4-947a-6133353d7950
4369,2014-10-27,2014,10,27,0,4069d319-44a7-4565-9548-49dd525cab02
4872,2014-10-20,2014,10,20,0,85f462d4-2a96-4581-8d84-839139afad8d
3918,2014-04-05,2014,4,5,5,1c6ff45c-29b0-4845-9c6b-1422e6886ac6
1758,2014-09-21,2014,9,21,6,64cfacb0-b568-4f31-9433-1262104197b7
2328,2014-01-22,2014,1,22,2,d227fb8c-5b15-4183-ab87-4344cbdc5acf
3570,2014-05-06,2014,5,6,1,a7ebfd79-f0ac-46aa-bd13-fe76efb30a5c
4753,2014-11-10,2014,11,10,0,b1f0e2da-d303-4ab2-b2ba-1f87f537c03a
1815,2014-04-12,2014,4,12,5,cacb8eb8-00a8-40f4-b00a-1901f1688533
4372,2014-11-09,2014,11,9,6,54cbf0b8-527d-42fa-ba8a-f31c698425ff
1287,2014-08-07,2014,8,7,3,eb14b4cf-d7ac-4948-b292-484c9e97438c
4938,2014-05-01,2014,5,1,3,772538e3-ab85-45f0-933a-405e4cfdfd91
4164,2014-08-09,2014,8,9,5,0bf08f55-e5aa-4d6a-8404-19c1c5675c7c
4410,2014-05-24,2014,5,24,5,eb856a73-a5ea-49c7-a151-1d4b9ac181e4
2609,2014-04-06,2014,4,6,6,be01c6e1-d91e-43b1-85a6-00ca2da0d210
2293,2014-03-31,2014,3,31,0,cc7fbfce-70c8-42bb-9888-eb204569e10b
4049,2014-06-07,2014,6,7,5,d02ee212-8747-4b37-9076-55f244739806
2240,2014-02-10,2014,2,10,0,3ba7013e-f164-4803-8067-32a0cf8a100d
3197,2014-01-03,2014,1,3,4,9f054376-8640-4a79-a8ee-0a5c2f1396cf
1223,2014-05-09,2014,5,9,4,da7f16e8-0476-4fc0-88a3-3518d4edc7e6
2186,2014-12-04,2014,12,4,3,a58a6842-bab2-469d-a75d-50cd1b919057
4137,2014-12-15,2014,12,15,0,e2fd9875-2e8f-49cf-9f95-d94287178960
3284,2014-03-25,2014,3,25,1,3f0aece1-218e-485d-bc63-c3eb2e399eb8
